orig_name,true_class,doy,hour,station,station_set
4302_01030603.JPG,roe_deer,3,11,5838_2For,s1
4303_11250732.JPG,empty,329,10,5838_2For,s1
4304_10290703.JPG,empty,302,17,5838_2For,s1
4305_10220396.JPG,empty,295,17,5838_2For,s1
4306_09240019.JPG,empty,267,15,5838_2For,s1
4308_01090248.JPG,empty,9,0,5838_2For,s1
4309_12260973.JPG,others,360,7,5838_2For,s1
4310_12220847.JPG,empty,356,15,5838_2For,s1
4311_11160390.JPG,empty,320,15,5838_2For,s1
4312_01090265.JPG,empty,9,8,5838_2For,s1
4313_12260990.JPG,empty,360,12,5838_2For,s1
4314_10230418.JPG,empty,296,14,5838_2For,s1
4315_12070244.JPG,empty,341,14,5838_2For,s1
4316_12070227.JPG,empty,341,8,5838_2For,s1
4317_10290667.JPG,empty,302,11,5838_2For,s1
4319_11190518.JPG,empty,323,14,5838_2For,s1
4320_12300204.JPG,empty,364,17,5838_2For,s1
4321_01060908.JPG,empty,6,10,5838_2For,s1
4323_12150574.JPG,roe_deer,349,7,5838_2For,s1
4324_11050952.JPG,empty,309,11,5838_2For,s1
4325_10030493.JPG,empty,276,16,5838_2For,s1
4326_12290155.JPG,roe_deer,363,13,5838_2For,s1
4327_12150566.JPG,empty,349,0,5838_2For,s1
4328_12010985.JPG,empty,335,0,5838_2For,s1
4329_11040931.JPG,empty,308,15,5838_2For,s1
4330_01030594.JPG,roe_deer,3,11,5838_2For,s1
4331_12100342.JPG,others,344,2,5838_2For,s1
4332_12140545.JPG,empty,348,11,5838_2For,s1
4333_01010293.JPG,empty,1,8,5838_2For,s1
4334_12290163.JPG,empty,363,15,5838_2For,s1
4335_09250055.JPG,empty,268,8,5838_2For,s1
4337_09240034.JPG,empty,267,15,5838_2For,s1
4338_01090257.JPG,empty,9,0,5838_2For,s1
4340_01030659.JPG,empty,3,15,5838_2For,s1
4341_01020379.JPG,roe_deer,2,9,5838_2For,s1
4342_10290691.JPG,roe_deer,302,16,5838_2For,s1
4343_11040923.JPG,empty,308,12,5838_2For,s1
4344_09300298.JPG,empty,273,16,5838_2For,s1
4345_11030902.JPG,empty,307,17,5838_2For,s1
4346_01100386.JPG,roe_deer,10,13,5838_2For,s1
4347_11050944.JPG,empty,309,8,5838_2For,s1
4348_10270560.JPG,empty,300,9,5838_2For,s1
4349_09290258.JPG,roe_deer,272,18,5838_2For,s1
4350_10030503.JPG,roe_deer,276,16,5838_2For,s1
4351_11150337.JPG,empty,319,14,5838_2For,s1
4352_11190480.JPG,empty,323,5,5838_2For,s1
4353_01100390.JPG,roe_deer,10,13,5838_2For,s1
4354_12290127.JPG,empty,363,12,5838_2For,s1
4356_10250505.JPG,empty,298,17,5838_2For,s1
4357_10110916.JPG,empty,284,10,5838_2For,s1
4358_11160358.JPG,empty,320,9,5838_2For,s1
4359_11220637.JPG,empty,326,15,5838_2For,s1
4360_12020025.JPG,empty,336,8,5838_2For,s1
4361_01070960.JPG,empty,7,0,5838_2For,s1
4362_12010004.JPG,empty,335,13,5838_2For,s1
4363_10310770.JPG,empty,304,17,5838_2For,s1
4364_10090845.JPG,roe_deer,282,16,5838_2For,s1
4365_10030497.JPG,roe_deer,276,16,5838_2For,s1
4366_12240922.JPG,empty,358,14,5838_2For,s1
4367_12210817.JPG,empty,355,16,5838_2For,s1
4368_10290659.JPG,roe_deer,302,8,5838_2For,s1
4369_12230859.JPG,empty,357,0,5838_2For,s1
4370_01070955.JPG,empty,7,0,5838_2For,s1
4371_12220838.JPG,empty,356,12,5838_2For,s1
4374_12310277.JPG,empty,365,17,5838_2For,s1
4375_10240470.JPG,roe_deer,297,17,5838_2For,s1
4376_11230658.JPG,empty,327,11,5838_2For,s1
4378_12310234.JPG,roe_deer,365,11,5838_2For,s1
4379_10170171.JPG,empty,290,8,5838_2For,s1
4381_01100400.JPG,empty,10,13,5838_2For,s1
4382_12040128.JPG,empty,338,17,5838_2For,s1
4383_09290262.JPG,roe_deer,272,18,5838_2For,s1
4384_10300736.JPG,empty,303,17,5838_2For,s1
4385_01090270.JPG,empty,9,10,5838_2For,s1
4386_11270811.JPG,empty,331,14,5838_2For,s1
4387_12180708.JPG,empty,353,0,5838_2For,s1
4388_11200568.JPG,empty,324,17,5838_2For,s1
4389_11190528.JPG,empty,323,16,5838_2For,s1
4390_01080144.JPG,empty,8,0,5838_2For,s1
4391_10100903.JPG,empty,283,17,5838_2For,s1
4392_01070017.JPG,roe_deer,7,12,5838_2For,s1
4393_10090826.JPG,roe_deer,282,16,5838_2For,s1
4394_01030485.JPG,empty,3,10,5838_2For,s1
4395_10260534.JPG,empty,299,11,5838_2For,s1
4396_11210594.JPG,empty,325,13,5838_2For,s1
4397_12230887.JPG,empty,357,16,5838_2For,s1
4398_01030442.JPG,empty,3,0,5838_2For,s1
4399_12150601.JPG,empty,349,16,5838_2For,s1
4400_10090854.JPG,roe_deer,282,17,5838_2For,s1
4401_10030511.JPG,empty,276,17,5838_2For,s1
4402_01060926.JPG,empty,6,16,5838_2For,s1
4404_10190240.JPG,empty,292,8,5838_2For,s1
4405_01030621.JPG,empty,3,11,5838_2For,s1
4406_12120476.JPG,empty,346,14,5838_2For,s1
4407_10310762.JPG,empty,304,14,5838_2For,s1
4408_10070757.JPG,empty,280,17,5838_2For,s1
4409_01030664.JPG,empty,3,16,5838_2For,s1
4410_01040722.JPG,empty,4,7,5838_2For,s1
4411_12170643.JPG,empty,351,8,5838_2For,s1
4412_11070030.JPG,empty,311,9,5838_2For,s1
4414_01080208.JPG,empty,8,17,5838_2For,s1
4415_10300717.JPG,empty,303,10,5838_2For,s1
4416_10280603.JPG,empty,301,10,5838_2For,s1
4417_10130990.JPG,empty,286,10,5838_2For,s1
4418_01100358.JPG,empty,10,12,5838_2For,s1
4419_12270015.JPG,empty,361,9,5838_2For,s1
4420_01050878.JPG,empty,5,17,5838_2For,s1
4421_10180213.JPG,empty,291,11,5838_2For,s1
4423_11110208.JPG,empty,315,16,5838_2For,s1
4424_12240907.JPG,empty,358,11,5838_2For,s1
4425_01030692.JPG,roe_deer,3,16,5838_2For,s1
4426_01070117.JPG,empty,7,17,5838_2For,s1
4427_01020388.JPG,empty,2,10,5838_2For,s1
4428_10040545.JPG,empty,277,10,5838_2For,s1
4429_10160109.JPG,roe_deer,289,6,5838_2For,s1
4430_12300182.JPG,empty,364,9,5838_2For,s1
4432_10010312.JPG,empty,274,9,5838_2For,s1
4433_01070038.JPG,empty,7,14,5838_2For,s1
4434_11140295.JPG,empty,318,11,5838_2For,s1
4435_12270021.JPG,empty,361,11,5838_2For,s1
4437_09270150.JPG,empty,270,8,5838_2For,s1
4438_09300285.JPG,empty,273,11,5838_2For,s1
4440_11030875.JPG,roe_deer,307,11,5838_2For,s1
4441_11240690.JPG,empty,328,7,5838_2For,s1
4443_11170421.JPG,empty,321,15,5838_2For,s1
4444_01030638.JPG,empty,3,11,5838_2For,s1
4446_09260089.JPG,empty,269,8,5838_2For,s1
4447_12240935.JPG,red_fox,358,20,5838_2For,s1
4448_01020394.JPG,empty,2,10,5838_2For,s1
4449_01030559.JPG,roe_deer,3,11,5838_2For,s1
4450_11100150.JPG,empty,314,7,5838_2For,s1
4451_12250956.JPG,empty,359,13,5838_2For,s1
4452_01030516.JPG,roe_deer,3,11,5838_2For,s1
4453_11210603.JPG,empty,325,16,5838_2For,s1
4454_01100421.JPG,roe_deer,10,13,5838_2For,s1
4455_11240684.JPG,empty,328,0,5838_2For,s1
4457_11220624.JPG,empty,326,12,5838_2For,s1
4458_10170184.JPG,empty,290,13,5838_2For,s1
4459_12070253.JPG,empty,341,17,5838_2For,s1
4460_12050149.JPG,empty,339,13,5838_2For,s1
4461_11300937.JPG,roe_deer,334,10,5838_2For,s1
4462_11050965.JPG,empty,309,15,5838_2For,s1
4463_01050813.JPG,empty,5,17,5838_2For,s1
4464_01020402.JPG,empty,2,11,5838_2For,s1
4465_10130011.JPG,empty,286,17,5838_2For,s1
4466_10080769.JPG,empty,281,10,5838_2For,s1
4467_10310757.JPG,empty,304,13,5838_2For,s1
4468_10110924.JPG,empty,284,12,5838_2For,s1
4469_12010990.JPG,empty,335,8,5838_2For,s1
4470_01070123.JPG,empty,7,17,5838_2For,s1
4471_01020366.JPG,empty,2,9,5838_2For,s1
4472_12130511.JPG,empty,347,14,5838_2For,s1
4474_11210589.JPG,empty,325,12,5838_2For,s1
4475_10260526.JPG,roe_deer,299,10,5838_2For,s1
4476_12200769.JPG,empty,354,16,5838_2For,s1
4477_10280594.JPG,empty,301,7,5838_2For,s1
4478_01030701.JPG,empty,3,16,5838_2For,s1
4479_12160622.JPG,empty,350,12,5838_2For,s1
4480_01070947.JPG,empty,7,0,5838_2For,s1
4482_10120950.JPG,empty,285,8,5838_2For,s1
4483_12130497.JPG,empty,347,9,5838_2For,s1
4484_01050799.JPG,empty,5,17,5838_2For,s1
4485_10060657.JPG,empty,279,6,5838_2For,s1
4486_11290886.JPG,empty,333,15,5838_2For,s1
4487_09280209.JPG,empty,271,16,5838_2For,s1
4488_09260103.JPG,roe_deer,269,10,5838_2For,s1
4489_12210780.JPG,empty,355,8,5838_2For,s1
4490_10030489.JPG,empty,276,14,5838_2For,s1
4491_01050807.JPG,empty,5,17,5838_2For,s1
4494_11060005.JPG,empty,310,13,5838_2For,s1
4495_12020051.JPG,empty,336,16,5838_2For,s1
4496_01100430.JPG,empty,10,15,5838_2For,s1
4497_12030072.JPG,empty,337,10,5838_2For,s1
4498_01030525.JPG,roe_deer,3,11,5838_2For,s1
4499_12110418.JPG,roe_deer,345,12,5838_2For,s1
4500_01080157.JPG,empty,8,0,5838_2For,s1
4501_11250736.JPG,empty,329,12,5838_2For,s1
4502_01070047.JPG,roe_deer,7,15,5838_2For,s1
4503_10260513.JPG,empty,299,8,5838_2For,s1
4504_11260757.JPG,others,330,6,5838_2For,s1
4505_11300959.JPG,empty,334,13,5838_2For,s1
4506_10050575.JPG,empty,278,0,5838_2For,s1
4507_12290076.JPG,empty,363,8,5838_2For,s1
4509_01040716.JPG,empty,4,0,5838_2For,s1
4510_10020342.JPG,empty,275,8,5838_2For,s1
4511_11150324.JPG,empty,319,9,5838_2For,s1
4512_12170652.JPG,empty,351,11,5838_2For,s1
4513_09270176.JPG,empty,270,17,5838_2For,s1
4514_10040554.JPG,empty,277,13,5838_2For,s1
4515_12270034.JPG,empty,361,16,5838_2For,s1
4516_12280055.JPG,empty,362,12,5838_2For,s1
4518_11270820.JPG,empty,331,17,5838_2For,s1
4519_12110403.JPG,empty,345,10,5838_2For,s1
4520_11240715.JPG,empty,328,16,5838_2For,s1
4521_10220392.JPG,empty,295,16,5838_2For,s1
4522_10030467.JPG,roe_deer,276,13,5838_2For,s1
4524_12160631.JPG,empty,350,15,5838_2For,s1
4525_12070240.JPG,empty,341,12,5838_2For,s1
4526_01060886.JPG,empty,6,0,5838_2For,s1
4527_11060995.JPG,empty,310,10,5838_2For,s1
4528_12190721.JPG,empty,353,12,5838_2For,s1
4529_01080223.JPG,empty,8,17,5838_2For,s1
4530_01030581.JPG,roe_deer,3,11,5838_2For,s1
4532_12100355.JPG,empty,344,8,5838_2For,s1
4533_10140032.JPG,empty,287,13,5838_2For,s1
4534_01020390.JPG,empty,2,10,5838_2For,s1
4535_10250482.JPG,empty,298,9,5838_2For,s1
4536_10200276.JPG,empty,293,9,5838_2For,s1
4537_11130255.JPG,empty,317,8,5838_2For,s1
4538_01030670.JPG,roe_deer,3,16,5838_2For,s1
4539_12290133.JPG,roe_deer,363,12,5838_2For,s1
4540_09250068.JPG,empty,268,12,5838_2For,s1
4541_01080214.JPG,empty,8,17,5838_2For,s1
4542_10200293.JPG,empty,293,11,5838_2For,s1
4543_09260098.JPG,empty,269,10,5838_2For,s1
4544_10050632.JPG,empty,278,14,5838_2For,s1
4545_12040111.JPG,empty,338,11,5838_2For,s1
4547_10170169.JPG,empty,290,8,5838_2For,s1
4548_11090142.JPG,empty,313,17,5838_2For,s1
4549_11280841.JPG,empty,332,13,5838_2For,s1
4550_12140532.JPG,empty,348,0,5838_2For,s1
4551_09290245.JPG,empty,272,17,5838_2For,s1
4552_12050141.JPG,empty,339,10,5838_2For,s1
4554_12300173.JPG,empty,364,0,5838_2For,s1
4555_10190253.JPG,empty,292,13,5838_2For,s1
4556_01060913.JPG,empty,6,12,5838_2For,s1
4557_10030524.JPG,empty,276,18,5838_2For,s1
4558_12290118.JPG,empty,363,9,5838_2For,s1
4559_12120463.JPG,empty,346,10,5838_2For,s1
4562_12250965.JPG,empty,359,16,5838_2For,s1
4563_10190268.JPG,empty,293,0,5838_2For,s1
4564_11070043.JPG,empty,311,14,5838_2For,s1
4565_11070026.JPG,empty,311,8,5838_2For,s1
4566_10230423.JPG,empty,296,15,5838_2For,s1
4568_10050602.JPG,roe_deer,278,6,5838_2For,s1
4569_11190524.JPG,empty,323,16,5838_2For,s1
4570_01030542.JPG,roe_deer,3,11,5838_2For,s1
4571_11160377.JPG,empty,320,11,5838_2For,s1
4573_12140562.JPG,empty,348,17,5838_2For,s1
4574_12290103.JPG,roe_deer,363,8,5838_2For,s1
4575_11270805.JPG,empty,331,12,5838_2For,s1
4576_12120480.JPG,empty,346,15,5838_2For,s1
4577_01030498.JPG,roe_deer,3,11,5838_2For,s1
4578_01100334.JPG,empty,10,8,5838_2For,s1
4579_11240706.JPG,empty,328,13,5838_2For,s1
4580_01080166.JPG,empty,8,0,5838_2For,s1
4581_10260530.JPG,empty,299,10,5838_2For,s1
4582_11110186.JPG,empty,315,8,5838_2For,s1
4584_10300708.JPG,empty,303,0,5838_2For,s1
4585_01030451.JPG,roe_deer,3,8,5838_2For,s1
4586_12120454.JPG,empty,346,9,5838_2For,s1
4587_10210354.JPG,roe_deer,294,15,5838_2For,s1
4588_09240015.JPG,empty,267,15,5838_2For,s1
4589_10110933.JPG,empty,284,15,5838_2For,s1
4590_10220375.JPG,empty,295,10,5838_2For,s1
4591_10030393.JPG,empty,276,10,5838_2For,s1
4592_10160131.JPG,roe_deer,289,6,5838_2For,s1
4593_10190262.JPG,empty,292,16,5838_2For,s1
4594_11280826.JPG,empty,332,8,5838_2For,s1
4595_01030668.JPG,roe_deer,3,16,5838_2For,s1
4596_12110433.JPG,empty,345,14,5838_2For,s1
4597_12030063.JPG,empty,337,7,5838_2For,s1
4598_10070748.JPG,empty,280,14,5838_2For,s1
4599_10030437.JPG,roe_deer,276,10,5838_2For,s1
4600_12020042.JPG,empty,336,13,5838_2For,s1
4602_12100394.JPG,empty,345,0,5838_2For,s1
4603_10140049.JPG,empty,287,17,5838_2For,s1
4604_11290877.JPG,empty,333,12,5838_2For,s1
4605_09270146.JPG,empty,270,0,5838_2For,s1
4606_01030710.JPG,european_hare,3,16,5838_2For,s1
4608_12300200.JPG,empty,364,15,5838_2For,s1
4609_01060904.JPG,empty,6,9,5838_2For,s1
4610_10250491.JPG,empty,298,12,5838_2For,s1
4611_11030906.JPG,empty,308,0,5838_2For,s1
4612_11010797.JPG,empty,305,14,5838_2For,s1
4614_10140023.JPG,empty,287,10,5838_2For,s1
4615_10160163.JPG,empty,289,17,5838_2For,s1
4616_11050974.JPG,others,309,18,5838_2For,s1
4618_01050882.JPG,empty,5,17,5838_2For,s1
4619_09240047.JPG,empty,267,16,5838_2For,s1
4620_12150570.JPG,roe_deer,349,7,5838_2For,s1
4621_10310766.JPG,empty,304,16,5838_2For,s1
4622_09250077.JPG,empty,268,15,5838_2For,s1
4623_10180200.JPG,empty,291,0,5838_2For,s1
4624_12290142.JPG,empty,363,12,5838_2For,s1
4625_01070104.JPG,empty,7,17,5838_2For,s1
4626_01090244.JPG,empty,9,0,5838_2For,s1
4627_01030629.JPG,roe_deer,3,11,5838_2For,s1
4628_11080104.JPG,empty,312,15,5838_2For,s1
4629_10030405.JPG,roe_deer,276,10,5838_2For,s1
4630_11290862.JPG,empty,333,0,5838_2For,s1
4631_11300920.JPG,empty,334,8,5838_2For,s1
4633_12050132.JPG,empty,339,0,5838_2For,s1
4634_11010809.JPG,red_fox,305,19,5838_2For,s1
4635_01070008.JPG,empty,7,10,5838_2For,s1
4636_11210598.JPG,empty,325,15,5838_2For,s1
4637_01050865.JPG,empty,5,17,5838_2For,s1
4638_11300903.JPG,empty,334,7,5838_2For,s1
4639_10200320.JPG,roe_deer,293,17,5838_2For,s1
4641_01010354.JPG,red_fox,1,18,5838_2For,s1
4643_01090301.JPG,empty,9,17,5838_2For,s1
4644_10010321.JPG,empty,274,12,5838_2For,s1
4645_12090299.JPG,empty,343,10,5838_2For,s1
4646_10180232.JPG,others,291,17,5838_2For,s1
4647_01070934.JPG,empty,7,0,5838_2For,s1
4648_12290085.JPG,roe_deer,363,8,5838_2For,s1
4649_11080064.JPG,empty,312,0,5838_2For,s1
4650_11190467.JPG,empty,323,3,5838_2For,s1
4651_11030866.JPG,roe_deer,307,11,5838_2For,s1
4652_10080778.JPG,empty,281,13,5838_2For,s1
4653_09260116.JPG,empty,269,11,5838_2For,s1
4654_10170193.JPG,empty,290,16,5838_2For,s1
4655_10100872.JPG,empty,283,8,5838_2For,s1
4656_10030476.JPG,roe_deer,276,13,5838_2For,s1
4657_11300918.JPG,roe_deer,334,8,5838_2For,s1
4658_11270793.JPG,empty,331,8,5838_2For,s1
4659_11230667.JPG,empty,327,14,5838_2For,s1
4660_10050590.JPG,roe_deer,278,6,5838_2For,s1
4661_01070951.JPG,empty,7,0,5838_2For,s1
4662_10240444.JPG,roe_deer,297,10,5838_2For,s1
4663_10010336.JPG,empty,274,17,5838_2For,s1
4664_10030450.JPG,roe_deer,276,10,5838_2For,s1
4665_10080763.JPG,empty,281,8,5838_2For,s1
4666_01020360.JPG,empty,2,0,5838_2For,s1
4667_11220633.JPG,empty,326,13,5838_2For,s1
4668_12210813.JPG,empty,355,14,5838_2For,s1
4669_01030683.JPG,roe_deer,3,16,5838_2For,s1
4671_01010358.JPG,empty,1,18,5838_2For,s1
4672_12230883.JPG,empty,357,15,5838_2For,s1
4673_01050852.JPG,empty,5,17,5838_2For,s1
4674_01080183.JPG,empty,8,11,5838_2For,s1
4675_01010315.JPG,roe_deer,1,9,5838_2For,s1
4676_01030612.JPG,roe_deer,3,11,5838_2For,s1
4677_09270163.JPG,empty,270,13,5838_2For,s1
4678_11100156.JPG,empty,314,9,5838_2For,s1
4679_01080140.JPG,empty,8,0,5838_2For,s1
4680_09260142.JPG,empty,269,17,5838_2For,s1
4681_12030089.JPG,empty,337,16,5838_2For,s1
4682_01030698.JPG,empty,3,16,5838_2For,s1
4684_01030655.JPG,empty,3,14,5838_2For,s1
4685_11190509.JPG,empty,323,11,5838_2For,s1
4686_12100381.JPG,empty,344,16,5838_2For,s1
4689_01100404.JPG,roe_deer,10,13,5838_2For,s1
4690_11100180.JPG,empty,314,17,5838_2For,s1
4691_01100447.JPG,empty,10,17,5838_2For,s1
4693_11120225.JPG,empty,316,10,5838_2For,s1
4694_01040746.JPG,empty,4,14,5838_2For,s1
4695_12060179.JPG,empty,340,8,5838_2For,s1
4696_10130002.JPG,empty,286,14,5838_2For,s1
4697_09240030.JPG,empty,267,15,5838_2For,s1
4698_01030512.JPG,roe_deer,3,11,5838_2For,s1
4699_12270019.JPG,empty,361,11,5838_2For,s1
4700_10050606.JPG,roe_deer,278,6,5838_2For,s1
4701_12290159.JPG,empty,363,13,5838_2For,s1
4702_11260787.JPG,empty,330,17,5838_2For,s1
4703_10090799.JPG,empty,282,9,5838_2For,s1
4705_12190738.JPG,empty,353,17,5838_2For,s1
4706_11130270.JPG,empty,317,13,5838_2For,s1
4707_11090125.JPG,empty,313,11,5838_2For,s1
4708_01020375.JPG,empty,2,9,5838_2For,s1
4709_11040927.JPG,empty,308,13,5838_2For,s1
4710_10270564.JPG,empty,300,10,5838_2For,s1
4711_12210799.JPG,roe_deer,355,12,5838_2For,s1
4712_01070077.JPG,empty,7,16,5838_2For,s1
4714_11020815.JPG,empty,306,8,5838_2For,s1
4715_12300186.JPG,empty,364,11,5838_2For,s1
4716_10280629.JPG,european_hare,301,17,5838_2For,s1
4717_12020029.JPG,empty,336,9,5838_2For,s1
4718_12080278.JPG,empty,342,14,5838_2For,s1
4719_11180446.JPG,empty,322,12,5838_2For,s1
4720_12170669.JPG,empty,351,16,5838_2For,s1
4721_10030507.JPG,roe_deer,276,16,5838_2For,s1
4722_11270809.JPG,empty,331,13,5838_2For,s1
4723_12120450.JPG,empty,346,8,5838_2For,s1
4724_11010780.JPG,empty,305,8,5838_2For,s1
4725_12310238.JPG,roe_deer,365,11,5838_2For,s1
4726_10190238.JPG,empty,292,8,5838_2For,s1
4727_10250495.JPG,empty,298,13,5838_2For,s1
4728_11070056.JPG,wild_boar,311,19,5838_2For,s1
4729_01030555.JPG,roe_deer,3,11,5838_2For,s1
4730_11260772.JPG,empty,330,12,5838_2For,s1
4731_01060900.JPG,empty,6,8,5838_2For,s1
4732_01100460.JPG,empty,10,17,5838_2For,s1
4733_01060930.JPG,empty,6,17,5838_2For,s1
4734_01030598.JPG,roe_deer,3,11,5838_2For,s1
4735_10230410.JPG,empty,296,11,5838_2For,s1
4737_01080210.JPG,empty,8,17,5838_2For,s1
4738_09250064.JPG,empty,268,11,5838_2For,s1
4740_12140536.JPG,empty,348,8,5838_2For,s1
4741_11250751.JPG,empty,329,17,5838_2For,s1
4742_12130515.JPG,empty,347,15,5838_2For,s1
4743_11050961.JPG,empty,309,14,5838_2For,s1
4744_12250952.JPG,empty,359,12,5838_2For,s1
4746_01090274.JPG,empty,9,11,5838_2For,s1
4747_12240931.JPG,empty,358,17,5838_2For,s1
4748_12150583.JPG,empty,349,10,5838_2For,s1
4749_12010994.JPG,empty,335,10,5838_2For,s1
4750_01080227.JPG,empty,8,17,5838_2For,s1
4751_09300289.JPG,empty,273,13,5838_2For,s1
4752_11200538.JPG,empty,324,9,5838_2For,s1
4753_10310753.JPG,empty,304,11,5838_2For,s1
4754_12040124.JPG,empty,338,16,5838_2For,s1
4755_12060192.JPG,roe_deer,340,11,5838_2For,s1
4756_10300732.JPG,empty,303,15,5838_2For,s1
4757_11300976.JPG,european_hare,334,22,5838_2For,s1
4759_11300933.JPG,roe_deer,334,10,5838_2For,s1
4760_10210358.JPG,empty,294,16,5838_2For,s1
4761_12200765.JPG,empty,354,15,5838_2For,s1
4762_11210585.JPG,empty,325,10,5838_2For,s1
4763_01020434.JPG,empty,2,16,5838_2For,s1
4764_01070992.JPG,empty,7,0,5838_2For,s1
4765_11040940.JPG,empty,308,23,5838_2For,s1
4766_11200564.JPG,empty,324,15,5838_2For,s1
4767_11090112.JPG,empty,313,0,5838_2For,s1
4768_01030481.JPG,empty,3,9,5838_2For,s1
4769_09280211.JPG,empty,271,17,5838_2For,s1
4770_01050795.JPG,empty,5,17,5838_2For,s1
4771_10210341.JPG,empty,294,13,5838_2For,s1
4772_01100330.JPG,empty,10,8,5838_2For,s1
4773_01100373.JPG,roe_deer,10,13,5838_2For,s1
4774_11100169.JPG,empty,314,14,5838_2For,s1
4775_10030520.JPG,others,276,18,5838_2For,s1
4776_10110920.JPG,empty,284,11,5838_2For,s1
4778_01040731.JPG,empty,4,9,5838_2For,s1
4779_10040541.JPG,empty,277,9,5838_2For,s1
4780_12240903.JPG,empty,358,9,5838_2For,s1
4781_10290676.JPG,empty,302,14,5838_2For,s1
4782_10280612.JPG,empty,301,13,5838_2For,s1
4783_11280856.JPG,empty,332,17,5838_2For,s1
4784_12010021.JPG,empty,336,0,5838_2For,s1
4785_01060917.JPG,empty,6,13,5838_2For,s1
4786_10200309.JPG,empty,293,16,5838_2For,s1
4787_12210784.JPG,empty,355,10,5838_2For,s1
4788_12310221.JPG,empty,365,9,5838_2For,s1
4790_10080793.JPG,empty,282,0,5838_2For,s1
4791_10030420.JPG,roe_deer,276,10,5838_2For,s1
4792_12310264.JPG,empty,365,16,5838_2For,s1
4793_09300303.JPG,empty,273,17,5838_2For,s1
4794_11240719.JPG,empty,328,17,5838_2For,s1
4795_01050767.JPG,empty,5,8,5838_2For,s1
4796_10060653.JPG,roe_deer,279,6,5838_2For,s1
4797_11110204.JPG,empty,315,14,5838_2For,s1
4798_10180217.JPG,empty,291,13,5838_2For,s1
4799_01100419.JPG,roe_deer,10,13,5838_2For,s1
4800_11250723.JPG,empty,329,0,5838_2For,s1
4801_10110907.JPG,empty,284,0,5838_2For,s1
4802_10160148.JPG,empty,289,12,5838_2For,s1
4803_01080196.JPG,empty,8,14,5838_2For,s1
4804_11050948.JPG,empty,309,9,5838_2For,s1
4805_10120954.JPG,empty,285,9,5838_2For,s1
4806_11140291.JPG,empty,318,9,5838_2For,s1
4807_10260543.JPG,empty,299,14,5838_2For,s1
4808_10080765.JPG,empty,281,8,5838_2For,s1
4809_11080077.JPG,empty,312,10,5838_2For,s1
4810_11030879.JPG,empty,307,11,5838_2For,s1
4811_10160105.JPG,empty,289,0,5838_2For,s1
4813_11150328.JPG,empty,319,11,5838_2For,s1
4814_12260986.JPG,empty,360,11,5838_2For,s1
4815_10030378.JPG,empty,276,9,5838_2For,s1
4816_01020406.JPG,roe_deer,2,11,5838_2For,s1
4817_12220834.JPG,empty,356,10,5838_2For,s1
4818_10240474.JPG,empty,297,17,5838_2For,s1
4820_10100885.JPG,empty,283,12,5838_2For,s1
4821_12010008.JPG,empty,335,14,5838_2For,s1
4822_11230654.JPG,empty,327,9,5838_2For,s1
4824_10030463.JPG,empty,276,13,5838_2For,s1
4825_01070964.JPG,empty,7,0,5838_2For,s1
4826_10150083.JPG,empty,288,16,5838_2For,s1
4827_12040123.JPG,empty,338,15,5838_2For,s1
4828_10140028.JPG,empty,287,12,5838_2For,s1
4830_11280861.JPG,empty,332,23,5838_2For,s1
4831_12210793.JPG,roe_deer,355,12,5838_2For,s1
4832_11020817.JPG,empty,306,9,5838_2For,s1
4833_11180448.JPG,empty,322,13,5838_2For,s1
4835_01090313.JPG,empty,9,17,5838_2For,s1
4836_10120975.JPG,empty,285,16,5838_2For,s1
4837_12170664.JPG,empty,351,15,5838_2For,s1
4838_10230420.JPG,empty,296,14,5838_2For,s1
4839_10270569.JPG,empty,300,12,5838_2For,s1
4840_11280845.JPG,empty,332,14,5838_2For,s1
4841_11010794.JPG,empty,305,13,5838_2For,s1
4842_12100391.JPG,empty,344,17,5838_2For,s1
4843_10200296.JPG,empty,293,12,5838_2For,s1
4844_10150081.JPG,empty,288,15,5838_2For,s1
4845_01080211.JPG,empty,8,17,5838_2For,s1
4846_01050781.JPG,empty,5,13,5838_2For,s1
4847_01030561.JPG,roe_deer,3,11,5838_2For,s1
4848_10070760.JPG,empty,281,0,5838_2For,s1
4849_12160627.JPG,empty,350,13,5838_2For,s1
4851_11160388.JPG,empty,320,15,5838_2For,s1
4852_01030464.JPG,roe_deer,3,8,5838_2For,s1
4853_01070985.JPG,empty,7,0,5838_2For,s1
4854_01030448.JPG,empty,3,8,5838_2For,s1
4855_01040744.JPG,empty,4,13,5838_2For,s1
4856_10290645.JPG,empty,302,8,5838_2For,s1
4857_10280608.JPG,empty,301,12,5838_2For,s1
4858_01040728.JPG,empty,4,8,5838_2For,s1
4859_11110202.JPG,empty,315,14,5838_2For,s1
4860_11090115.JPG,empty,313,7,5838_2For,s1
4861_11080110.JPG,empty,312,17,5838_2For,s1
4862_12050160.JPG,empty,339,17,5838_2For,s1
4863_01010309.JPG,roe_deer,1,9,5838_2For,s1
4864_01030626.JPG,roe_deer,3,11,5838_2For,s1
4865_01050846.JPG,empty,5,17,5838_2For,s1
4866_12110430.JPG,empty,345,13,5838_2For,s1
4869_10190264.JPG,empty,292,16,5838_2For,s1
4870_10210335.JPG,empty,294,11,5838_2For,s1
4871_01100426.JPG,empty,10,13,5838_2For,s1
